DOY,StationCode,mean_tec
266.0,ROPA,56.58247133381972
266.0,TRIV,62.329862977287945
267.0,BOMB,49.95420274336906
267.0,DHAN,54.17763803338798
267.0,IITK,31.850836519750086
267.0,MANI,39.10248091375412
267.0,ROPA,19.605154686839906
267.0,TRIV,109.46331392763143
268.0,BOMB,60.33639326124804
268.0,DHAN,76.38357556821893
268.0,IITK,54.83072478186812
268.0,MANI,53.2432117134563
268.0,ROPA,57.56775029668321
268.0,TRIV,74.87089456855665
269.0,BOMB,71.08092426263465
269.0,DHAN,60.81471796085304
269.0,IITK,38.63086695890364
269.0,MANI,47.40811466640811
269.0,ROPA,32.20142420289497
269.0,TRIV,108.99017835920014
270.0,BOMB,82.83037618994142
270.0,DHAN,65.29854800674471
270.0,IITK,52.8353977530273
270.0,MANI,58.28501703317609
270.0,ROPA,56.88972745071231
270.0,TRIV,105.67144880605855
271.0,BOMB,75.98327063062801
271.0,DHAN,67.69921747001568
271.0,IITK,49.67195154277462
271.0,MANI,54.49311460360697
271.0,ROPA,51.76504122937777
271.0,TRIV,90.08314826785012
272.0,BOMB,69.94875436408658
272.0,DHAN,59.35653514968196
272.0,IITK,33.202781144139294
272.0,MANI,43.82326720016798
272.0,ROPA,23.25729319885283
272.0,TRIV,121.88511719529969
273.0,BOMB,77.49370393499132
273.0,DHAN,71.77426083847855
273.0,IITK,49.315267543542994
273.0,MANI,55.19482405333619
273.0,ROPA,50.35684755551639
273.0,TRIV,103.90872570502951
274.0,BOMB,75.64140316819396
274.0,DHAN,64.30005310987913
274.0,IITK,65.68127938055079
274.0,MANI,66.009571312137
274.0,ROPA,85.09433395236888
274.0,TRIV,63.61141684555947
275.0,BOMB,96.10130432042995
275.0,DHAN,75.5477390524597
275.0,IITK,70.95814477893452
275.0,MANI,80.51874235141516
275.0,ROPA,64.45728619010593
275.0,TRIV,116.63714261732267
276.0,BOMB,70.9788341936432
276.0,DHAN,78.76124663269223
276.0,IITK,76.74290422481496
276.0,MANI,68.99809044200025
276.0,ROPA,92.61146830942016
276.0,TRIV,63.55089060255718
277.0,BOMB,54.81560373411909
277.0,DHAN,57.13213371373454
277.0,IITK,49.8936096669702
277.0,MANI,52.235500331726016
277.0,ROPA,41.66008798823698
277.0,TRIV,72.1031832214565
278.0,BOMB,81.11404961019105
278.0,DHAN,83.59097164670034
278.0,IITK,67.86441797171948
278.0,MANI,72.29328060090951
278.0,ROPA,57.63540188825447
278.0,TRIV,105.75745129724334
279.0,BOMB,79.84630593158101
279.0,DHAN,94.20114432644668
279.0,IITK,97.45752266847799
279.0,MANI,84.26885896192759
279.0,ROPA,122.36461592261452
279.0,TRIV,58.46287357537556
280.0,BOMB,71.30440062519477
280.0,DHAN,81.25887076330667
280.0,IITK,59.439013751004644
280.0,MANI,59.675245078214
280.0,ROPA,55.85492753289751
280.0,TRIV,96.84952665665762
281.0,BOMB,101.19070646829785
281.0,DHAN,81.33368192009557
281.0,IITK,55.43376057841016
281.0,MANI,64.75947479793946
281.0,ROPA,49.062129270570594
281.0,TRIV,129.39483194912265
282.0,BOMB,73.85280329903681
282.0,DHAN,73.7610393382322
282.0,IITK,54.31066795587823
282.0,MANI,60.56998468599124
282.0,ROPA,46.34320857389913
282.0,TRIV,108.48203667406992
283.0,BOMB,80.6662536891581
283.0,DHAN,82.24917948559525
283.0,IITK,53.87794177462993
283.0,MANI,57.45581021089667
283.0,ROPA,48.71975492398007
283.0,TRIV,119.70940163731011
284.0,BOMB,98.75904566983166
284.0,DHAN,78.50420109262495
284.0,IITK,52.81447219404023
284.0,MANI,66.82633591152647
284.0,ROPA,39.11326745097434
284.0,TRIV,144.14176344964363
285.0,BOMB,46.404439286861866
285.0,DHAN,52.688233146704846
285.0,IITK,42.556793359734044
285.0,MANI,44.560350430119065
285.0,ROPA,35.07298392247676
285.0,TRIV,59.91218268607965
286.0,BOMB,86.18253701802207
286.0,DHAN,61.747824594181964
286.0,IITK,35.37269840129547
286.0,MANI,47.63952940978391
286.0,ROPA,29.01008469239007
286.0,TRIV,143.69487998295875
287.0,BOMB,66.47534966056826
287.0,DHAN,53.79107987566452
287.0,IITK,48.3060934415769
287.0,MANI,45.19248937664819
287.0,ROPA,32.003024464802124
287.0,TRIV,84.53537565515143
288.0,BOMB,104.72044101251046
288.0,DHAN,111.68580027373956
288.0,IITK,62.81408152494676
288.0,MANI,65.88393456982388
288.0,ROPA,52.27267100414083
288.0,TRIV,109.74055015533641
